,Confidence,text
960,0.5345,my children are not dressed for today's weather.  mommyskills -5
961,0.5807,Just played: 3-04 Pocketful Of Sunshine - unknown - unknown(unknown)
962,0.8595,The weather is beautiful. Even the birds are bumping. #mnisdope
963,0.5615,"it's all gone very quiet here at Wine HQ. Maybe everyone has gone home early to enjoy the sunshine?
Whats everyones plan this weekend then?"
964,0.4166,@mention  Thx - sounds like you've gone through some crazy weather...
965,0.4086,"Playing euchre in a windy, sunburnt outside tourney drinking yoohoo, wearing zebra print sunglasses break this poker face."
966,0.3901,You can plan for a change in the weather and time.
967,0.9034,Arsenal blows. Weather is amazing. Neighbor bumpin music into the courtyard. Some baby screaming. #sunday
968,0.6156,Shoutout to the sunshine this morning #EastSide #Tacoma
969,0.3466,@mention &lt;folks are out enjoying the nice weather. Rain back Friday for the next six days.lol:-(
970,0.7352,"@mention That's about what our temp is here, too!!  It was rather warm yesterday til storms - now it's so cold again!!  =/"
971,0.5363,"I don't care how FAIR-WEATHER the Atlanta fanbase is...I'm a LOYAL #FALCONS, #BRAVES, and #HAWKS fan... I don't believe in bandwagon jumping"
972,0.7766,RT @mention: Uqhhh it's sooooo hot outside ! #Texasweather
973,0.8312,Weather Alert: Flood Warning issued May 22 at 6:32PM MDT expiring May 23 at 9:32AM MDT by NWS Glasgow {link}... {link}
974,0.5218,"@mention Oh wow, you had hail? We just got dark clouds passing overhead in southern NH. Now it is sunny and windy."
975,0.7055,Friday evening. Weather? Beautiful. Last man standing at the office. Bitter? Nah. It only makes payday that much sweeter. Stay hungry.
976,0.4295,Perfect weather for a natural disaster. I thnk 2012 came early...
977,0.4952,Ahhh weather so hot!!!
978,0.8698,"I wish I had a girlfriend, this is perfect weather to get naked in."
979,0.3511,"Good dreary, rainy, foggy, drizzly, misty, stormy morning everyone."
980,0.6027,RT @mention: ...even the weather in OKC is #thunder[ing]up
981,0.8324,A'right despite feeling flu-ish im gonna go play some sand volleyball and enjoy the weather with my besties :) more voting l8r #teammusso
982,0.9501,In Rhode Island and it's a beautiful sunny day!
983,0.8767,#WEATHER: 8:52 pm C: 76.0F. Feels F. 29.76% Humidity. 17.3MPH Southeast Wind.
984,0.855,@mention nothing better then woman in warm weather #yeahiamthattype
985,0.6747,RT @mention: RT @mention RT @mention: @mention check out this hot shit ---&gt; (cont) {link}
986,0.5993,@mention it's cold outside
987,0.6968,Vintage Linen Lot  14 items Snowy White  great by ShandrasLinens {link} via @mention
988,0.8249,#WEATHER:  4:53 pm : 89.0F. Feels F. 29.72% Humidity. 21.9MPH South Wind.
989,0.7543,"RT @mention: RT @mention: BREAKING: Large, wedge tornado on the ground coming into Okla City LIVE on our weather blog {link} ..."
990,0.386,"RT @mention: Weather Chanel cameraman turns away from recovery of body live, after EF4 tornado slams Joplin Missouri. CNN, MSNBC : ..."
991,0.5915,"Guess another severe #Thunderstorm is heading toward #WV. :-/ 
#NoMoreRain"
992,0.6406,I wanna do something fun but I don't want to be caught out in the storm tonight so I think I'll just stay home lol
993,0.6709,"Prayers going out to Joplin, Missouri and everyone affected by all this crazy weather!"
994,0.5149,Calm After the Storm | RedGage {link}
995,0.8747,"good morning, it's sunny, pick up new car and then off to Wilton house near Salisbury i think"
996,0.7509,"Just saw Snow White working at Lady Foot Locker, she was looking hot, seriously, she was the fairest of the mall"
997,0.5128,RT @mention: Do NOT go out to move your car in a hail storm. Your car can be fixed. You might not be fixable. #preparenow
998,0.7472,Not outside but looking out the window at them. Its to hot to be bothered by the animals.
999,0.7345,RT @mention: Community Blood Center Media Blood drive Tues Noon-6 at Westridge Mall by Penneys lower level - Blood to help Joplin st ...
